Id_Cam_Seguretat,Codi_Cam_Seguretat,Tipus_Cam_Seguretat,Num_Cam_Seguretat,Codi_Suport,Codi_Districte,Nom_Districte,same_as_wikidata_distrito,Codi_Barri,Nom_Barri,same_as_wikidata_barrio,X_ETRS89,Y_ETRS89,Longitud,Latitud,Data_Alta
417378,DOMO,Càmera mòbil,7,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,13,La Marina de Port,https://www.wikidata.org/entity/Q3751076,428233480,4578671556,2.1420347,41.3563502,"2000-01-01T00:00:00Z"
417385,DOMO,Càmera mòbil,111,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,14,La Font de la Guatlla,https://www.wikidata.org/entity/Q3750859,428281887,4580172416,2.1424359,41.3698717,"2003-05-22T00:00:00Z"
417387,CIM,Càmera mòbil,40,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,11,El Poble-sec,https://www.wikidata.org/entity/Q980253,428914560,4580737558,2.149934,41.3750186,"2000-01-01T00:00:00Z"
417388,CIF,Càmera fixa,41,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,11,El Poble-sec,https://www.wikidata.org/entity/Q980253,428914560,4580737558,2.149934,41.3750186,"2000-01-01T00:00:00Z"
417393,DOMO,Càmera mòbil,110,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,11,El Poble-sec,https://www.wikidata.org/entity/Q980253,429464719,4580743626,2.1565116,41.3751213,"2000-01-01T00:00:00Z"
417395,CIM,Càmera mòbil,87,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,10,Sant Antoni,https://www.wikidata.org/entity/Q720994,429168369,4581039866,2.1529334,41.3777635,"2000-01-01T00:00:00Z"
417400,CIM,Càmera mòbil,86,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,9,La Nova Esquerra de l'Eixample,https://www.wikidata.org/entity/Q1026658,428790508,4581275691,2.1483874,41.3798542,"2000-01-01T00:00:00Z"
417403,CIM,Càmera mòbil,85,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,9,La Nova Esquerra de l'Eixample,https://www.wikidata.org/entity/Q1026658,428684133,4581536520,2.1470847,41.382194,"2003-05-22T00:00:00Z"
417408,CIM,Càmera mòbil,81,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,15,Hostafrancs,https://www.wikidata.org/entity/Q3750929,428329109,4581345169,2.1428618,41.3804385,"2000-01-01T00:00:00Z"
417410,CIF,Càmera fixa,115,Mastil,3,Sants-Montjuïc,https://www.wikidata.org/entity/Q753075,15,Hostafrancs,https://www.wikidata.org/entity/Q3750929,428329109,4581345169,2.1428618,41.3804385,"2000-01-01T00:00:00Z"
417424,CIM,Càmera mòbil,88,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,26,Sant Gervasi-Galvany,https://www.wikidata.org/entity/Q3389521,428416192,4582695658,2.1437436,41.3926101,"2000-01-01T00:00:00Z"
417426,DOMO,Càmera mòbil,93,ColumnaAuxiliar,2,Eixample,https://www.wikidata.org/entity/Q64124,8,L'Antiga Esquerra de l'Eixample,https://www.wikidata.org/entity/Q3291762,428901834,4582840405,2.149535,41.3939567,"2000-01-01T00:00:00Z"
417428,CIM,Càmera mòbil,76,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,26,Sant Gervasi-Galvany,https://www.wikidata.org/entity/Q3389521,428908252,4583068222,2.149585,41.3960092,"2000-01-01T00:00:00Z"
417430,CIF,Càmera fixa,119,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,26,Sant Gervasi-Galvany,https://www.wikidata.org/entity/Q3389521,428729224,4583644732,2.1473759,41.4011861,"2000-01-01T00:00:00Z"
417431,CIM,Càmera mòbil,39,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,26,Sant Gervasi-Galvany,https://www.wikidata.org/entity/Q3389521,428729224,4583644732,2.1473759,41.4011861,"2000-01-01T00:00:00Z"
417433,DOMO,Càmera mòbil,37,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,27,El Putxet i el Farró,https://www.wikidata.org/entity/Q3321805,428175611,4584021145,2.140709,41.4045265,"2000-01-01T00:00:00Z"
417434,CIF,Càmera fixa,127,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,27,El Putxet i el Farró,https://www.wikidata.org/entity/Q3321805,428175611,4584021145,2.140709,41.4045265,"2000-01-01T00:00:00Z"
417437,CIM,Càmera mòbil,75,Mastil,5,Sarrià-Sant Gervasi,https://www.wikidata.org/entity/Q1765582,25,Sant Gervasi-la Bonanova,https://www.wikidata.org/entity/Q3321657,427954827,4583827699,2.1380909,41.4027648,"2000-01-01T00:00:00Z"
417481,CIM,Càmera mòbil,94,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,8,L'Antiga Esquerra de l'Eixample,https://www.wikidata.org/entity/Q3291762,429579299,4582023174,2.1577329,41.3866562,"2000-01-01T00:00:00Z"
417484,CIM,Càmera mòbil,1,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430204160,4582080361,2.1651992,41.3872254,"1900-01-01T00:00:00Z"
417485,CIF,Càmera fixa,129,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430204160,4582080361,2.1651992,41.3872254,"1900-01-01T00:00:00Z"
417488,DOMO,Càmera mòbil,2,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430802217,4582239721,2.1723334,41.3887123,"2000-01-01T00:00:00Z"
417489,CIF,Càmera fixa,122,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430802217,4582239721,2.1723334,41.3887123,"2000-01-01T00:00:00Z"
417493,CIM,Càmera mòbil,9,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430198319,4582629625,2.1650661,41.392172,"2000-01-01T00:00:00Z"
417494,CIF,Càmera fixa,117,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430198319,4582629625,2.1650661,41.392172,"2000-01-01T00:00:00Z"
417496,CIM,Càmera mòbil,21,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430206849,4582849531,2.1651427,41.3941533,"2000-01-01T00:00:00Z"
417498,CIM,Càmera mòbil,97,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,8,L'Antiga Esquerra de l'Eixample,https://www.wikidata.org/entity/Q3291762,429814094,4582467419,2.1604895,41.3906773,"2000-01-01T00:00:00Z"
417502,CIM,Càmera mòbil,95,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,8,L'Antiga Esquerra de l'Eixample,https://www.wikidata.org/entity/Q3291762,429352701,4582406023,2.1549783,41.3900843,"2000-01-01T00:00:00Z"
417506,CIM,Càmera mòbil,4,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430574912,4583402183,2.1694817,41.3991627,"2000-01-01T00:00:00Z"
417589,CIM,Càmera mòbil,10,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430583868,4581882316,2.169763,41.385474,"2000-01-01T00:00:00Z"
417590,CIF,Càmera fixa,130,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430583868,4581882316,2.169763,41.385474,"2000-01-01T00:00:00Z"
417592,DOMO,Càmera mòbil,83,Mastil,2,Eixample,https://www.wikidata.org/entity/Q64124,7,Dreta de l'Eixample,https://www.wikidata.org/entity/Q1904302,430734962,4582042719,2.1715516,41.386932,"2000-01-01T00:00:00Z"
