Año,Mes,same_as_wikidata_month,Lote,Residuo,Distrito,Nombre distrito,same_as_wikidata_distrito,Total,ID
2024,January,https://wikidata.org/entity/Q108,2,Resto,16,Hortaleza,https://wikidata.org/entity/Q1928529,2394.26,"2024-Enero-16-2-Resto"
2024,January,https://wikidata.org/entity/Q108,2,Resto,19,Vicálvaro,https://wikidata.org/entity/Q589403,1603.52,"2024-Enero-19-2-Resto"
2024,January,https://wikidata.org/entity/Q108,2,Resto,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,2228.54,"2024-Enero-20-2-Resto"
2024,January,https://wikidata.org/entity/Q108,2,Resto,21,Barajas,https://wikidata.org/entity/Q807230,850.42,"2024-Enero-21-2-Resto"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,3,Retiro,https://wikidata.org/entity/Q2002296,2.29,"2024-Enero-3-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,4,Salamanca,https://wikidata.org/entity/Q1773521,10.01,"2024-Enero-4-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,5,Chamartín,https://wikidata.org/entity/Q1766348,17.9,"2024-Enero-5-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,14,Moratalaz,https://wikidata.org/entity/Q2076109,5.37,"2024-Enero-14-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,9.53,"2024-Enero-15-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,16,Hortaleza,https://wikidata.org/entity/Q1928529,8.54,"2024-Enero-16-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,19,Vicálvaro,https://wikidata.org/entity/Q589403,5.73,"2024-Enero-19-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,11.22,"2024-Enero-20-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Ropa,21,Barajas,https://wikidata.org/entity/Q807230,5.27,"2024-Enero-21-2-Ropa"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,3,Retiro,https://wikidata.org/entity/Q2002296,445.22,"2024-Enero-3-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,4,Salamanca,https://wikidata.org/entity/Q1773521,434.86,"2024-Enero-4-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,5,Chamartín,https://wikidata.org/entity/Q1766348,231.44,"2024-Enero-5-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,14,Moratalaz,https://wikidata.org/entity/Q2076109,285.56,"2024-Enero-14-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,194.5,"2024-Enero-15-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,16,Hortaleza,https://wikidata.org/entity/Q1928529,165.22,"2024-Enero-16-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,19,Vicálvaro,https://wikidata.org/entity/Q589403,164.02,"2024-Enero-19-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,203.46,"2024-Enero-20-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio,21,Barajas,https://wikidata.org/entity/Q807230,128.7,"2024-Enero-21-2-Vidrio"
2024,January,https://wikidata.org/entity/Q108,2,Vidrio Comercial,4,Salamanca,https://wikidata.org/entity/Q1773521,129.72,"2024-Enero-4-2-Vidrio Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Animales Muertos,99,Sin Distrito,,8.88,"2024-Enero-99-3-Animales Muertos"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,2,Arganzuela,https://wikidata.org/entity/Q2000929,37.9,"2024-Enero-2-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,11,Carabanchel,https://wikidata.org/entity/Q1001991,39.98,"2024-Enero-11-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,12,Usera,https://wikidata.org/entity/Q953368,39.38,"2024-Enero-12-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,42.66,"2024-Enero-13-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,17,Villaverde,https://wikidata.org/entity/Q919536,29.56,"2024-Enero-17-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Carton Comercial,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,22.62,"2024-Enero-18-3-Carton Comercial"
2024,January,https://wikidata.org/entity/Q108,3,Clinicos,12,Usera,https://wikidata.org/entity/Q953368,176.78,"2024-Enero-12-3-Clinicos"
2024,January,https://wikidata.org/entity/Q108,3,Clinicos,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,37.78,"2024-Enero-13-3-Clinicos"
2024,January,https://wikidata.org/entity/Q108,3,Envases,2,Arganzuela,https://wikidata.org/entity/Q2000929,506.78,"2024-Enero-2-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Envases,11,Carabanchel,https://wikidata.org/entity/Q1001991,1073.86,"2024-Enero-11-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Envases,12,Usera,https://wikidata.org/entity/Q953368,476.02,"2024-Enero-12-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Envases,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,899.14,"2024-Enero-13-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Envases,17,Villaverde,https://wikidata.org/entity/Q919536,462.98,"2024-Enero-17-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Envases,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,403.02,"2024-Enero-18-3-Envases"
2024,January,https://wikidata.org/entity/Q108,3,Organica,2,Arganzuela,https://wikidata.org/entity/Q2000929,832.62,"2024-Enero-2-3-Organica"
2024,January,https://wikidata.org/entity/Q108,3,Organica,11,Carabanchel,https://wikidata.org/entity/Q1001991,1556.72,"2024-Enero-11-3-Organica"
2024,January,https://wikidata.org/entity/Q108,3,Organica,12,Usera,https://wikidata.org/entity/Q953368,943.7,"2024-Enero-12-3-Organica"
2024,January,https://wikidata.org/entity/Q108,3,Organica,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,1425.86,"2024-Enero-13-3-Organica"
