Año,Mes,Lote,Residuo,Distrito,Nombre distrito,Total,ID
2024,Mayo,1,Pilas,1,Centro,0.11565786,2024-Mayo-1-1-Pilas
2024,Mayo,1,Pilas,6,Tetuan,0.137540997,2024-Mayo-6-1-Pilas
2024,Mayo,1,Pilas,7,Chamberi,0.088698231,2024-Mayo-7-1-Pilas
2024,Mayo,1,Pilas,8,Fuencarral - El Pardo,0.140775043,2024-Mayo-8-1-Pilas
2024,Mayo,1,Pilas,9,Moncloa - Aravaca,0.088167713,2024-Mayo-9-1-Pilas
2024,Mayo,1,Pilas,10,Latina,0.16211162,2024-Mayo-10-1-Pilas
2024,Mayo,1,Puntos Limpios,8,Fuencarral - El Pardo,139.3,2024-Mayo-8-1-Puntos Limpios
2024,Mayo,1,Puntos Limpios,9,Moncloa - Aravaca,47.3,2024-Mayo-9-1-Puntos Limpios
2024,Mayo,1,Puntos Limpios,10,Latina,87.98,2024-Mayo-10-1-Puntos Limpios
2024,Mayo,1,Rcd,1,Centro,155.33,2024-Mayo-1-1-Rcd
2024,Mayo,1,Rcd,6,Tetuan,21.6,2024-Mayo-6-1-Rcd
2024,Mayo,1,Rcd,7,Chamberi,61.95,2024-Mayo-7-1-Rcd
2024,Mayo,1,Rcd,8,Fuencarral - El Pardo,117.645,2024-Mayo-8-1-Rcd
2024,Mayo,1,Rcd,9,Moncloa - Aravaca,85.265,2024-Mayo-9-1-Rcd
2024,Mayo,1,Rcd,10,Latina,59.215,2024-Mayo-10-1-Rcd
2024,Mayo,1,Resto,1,Centro,3284.46,2024-Mayo-1-1-Resto
2024,Mayo,1,Resto,6,Tetuan,2126.32,2024-Mayo-6-1-Resto
2024,Mayo,1,Resto,7,Chamberi,1632,2024-Mayo-7-1-Resto
2024,Mayo,1,Resto,8,Fuencarral - El Pardo,2884.76,2024-Mayo-8-1-Resto
2024,Mayo,1,Resto,9,Moncloa - Aravaca,2065.52,2024-Mayo-9-1-Resto
2024,Mayo,1,Resto,10,Latina,2892.76,2024-Mayo-10-1-Resto
2024,Mayo,1,Ropa,1,Centro,18.825,2024-Mayo-1-1-Ropa
2024,Mayo,1,Ropa,6,Tetuan,14.348,2024-Mayo-6-1-Ropa
2024,Mayo,1,Ropa,7,Chamberi,21.661,2024-Mayo-7-1-Ropa
2024,Mayo,1,Ropa,8,Fuencarral - El Pardo,18.286,2024-Mayo-8-1-Ropa
2024,Mayo,1,Ropa,9,Moncloa - Aravaca,11.946,2024-Mayo-9-1-Ropa
2024,Mayo,1,Ropa,10,Latina,27.901,2024-Mayo-10-1-Ropa
2024,Mayo,1,Vidrio,1,Centro,619.24,2024-Mayo-1-1-Vidrio
2024,Mayo,1,Vidrio,6,Tetuan,284.64,2024-Mayo-6-1-Vidrio
2024,Mayo,1,Vidrio,7,Chamberi,355.3,2024-Mayo-7-1-Vidrio
2024,Mayo,1,Vidrio,8,Fuencarral - El Pardo,218.82,2024-Mayo-8-1-Vidrio
2024,Mayo,1,Vidrio,9,Moncloa - Aravaca,323.08,2024-Mayo-9-1-Vidrio
2024,Mayo,1,Vidrio,10,Latina,226.82,2024-Mayo-10-1-Vidrio
2024,Mayo,1,Vidrio Comercial,1,Centro,134.56,2024-Mayo-1-1-Vidrio Comercial
2024,Mayo,2,Carton Comercial,3,Retiro,44.14,2024-Mayo-3-2-Carton Comercial
2024,Mayo,2,Carton Comercial,4,Salamanca,64.12,2024-Mayo-4-2-Carton Comercial
2024,Mayo,2,Carton Comercial,5,Chamartin,48.92,2024-Mayo-5-2-Carton Comercial
2024,Mayo,2,Carton Comercial,14,Moratalaz,32.24,2024-Mayo-14-2-Carton Comercial
2024,Mayo,2,Carton Comercial,15,Ciudad Lineal,44.26,2024-Mayo-15-2-Carton Comercial
2024,Mayo,2,Carton Comercial,16,Hortaleza,50.02,2024-Mayo-16-2-Carton Comercial
2024,Mayo,2,Carton Comercial,19,Vicalvaro,41.28,2024-Mayo-19-2-Carton Comercial
2024,Mayo,2,Carton Comercial,20,San Blas - Canillejas,15.48,2024-Mayo-20-2-Carton Comercial
2024,Mayo,2,Carton Comercial,21,Barajas,23.14,2024-Mayo-21-2-Carton Comercial
2024,Mayo,2,Clinicos,3,Retiro,190.96,2024-Mayo-3-2-Clinicos
2024,Mayo,2,Clinicos,4,Salamanca,122.86,2024-Mayo-4-2-Clinicos
2024,Mayo,2,Clinicos,15,Ciudad Lineal,140.78,2024-Mayo-15-2-Clinicos
2024,Mayo,2,Contenedores De Ropa,19,Vicalvaro,0.18,2024-Mayo-19-2-Contenedores De Ropa
2024,Mayo,2,Envases,3,Retiro,354.76,2024-Mayo-3-2-Envases
2024,Mayo,2,Envases,4,Salamanca,546.14,2024-Mayo-4-2-Envases
2024,Mayo,2,Envases,5,Chamartin,504.26,2024-Mayo-5-2-Envases
2024,Mayo,2,Envases,14,Moratalaz,249.66,2024-Mayo-14-2-Envases
2024,Mayo,2,Envases,15,Ciudad Lineal,754.54,2024-Mayo-15-2-Envases
2024,Mayo,2,Envases,16,Hortaleza,661.06,2024-Mayo-16-2-Envases
2024,Mayo,2,Envases,19,Vicalvaro,310.5,2024-Mayo-19-2-Envases
2024,Mayo,2,Envases,20,San Blas - Canillejas,550.26,2024-Mayo-20-2-Envases
2024,Mayo,2,Envases,21,Barajas,163.64,2024-Mayo-21-2-Envases
2024,Mayo,2,Organica,3,Retiro,973.28,2024-Mayo-3-2-Organica
2024,Mayo,2,Organica,4,Salamanca,1700.22,2024-Mayo-4-2-Organica
2024,Mayo,2,Organica,5,Chamartin,1390.02,2024-Mayo-5-2-Organica
2024,Mayo,2,Organica,14,Moratalaz,386.88,2024-Mayo-14-2-Organica
2024,Mayo,2,Organica,15,Ciudad Lineal,1235.42,2024-Mayo-15-2-Organica
2024,Mayo,2,Organica,16,Hortaleza,1317.56,2024-Mayo-16-2-Organica
2024,Mayo,2,Organica,19,Vicalvaro,892.84,2024-Mayo-19-2-Organica
2024,Mayo,2,Organica,20,San Blas - Canillejas,1078.74,2024-Mayo-20-2-Organica
2024,Mayo,2,Organica,21,Barajas,519.28,2024-Mayo-21-2-Organica
2024,Mayo,2,Papel-carton,3,Retiro,265.2,2024-Mayo-3-2-Papel-carton
2024,Mayo,2,Papel-carton,4,Salamanca,460.56,2024-Mayo-4-2-Papel-carton
2024,Mayo,2,Papel-carton,5,Chamartin,325.7,2024-Mayo-5-2-Papel-carton
2024,Mayo,2,Papel-carton,14,Moratalaz,319.32,2024-Mayo-14-2-Papel-carton
2024,Mayo,2,Papel-carton,15,Ciudad Lineal,351.96,2024-Mayo-15-2-Papel-carton
2024,Mayo,2,Papel-carton,16,Hortaleza,405.82,2024-Mayo-16-2-Papel-carton
2024,Mayo,2,Papel-carton,19,Vicalvaro,75.26,2024-Mayo-19-2-Papel-carton
2024,Mayo,2,Papel-carton,20,San Blas - Canillejas,300.28,2024-Mayo-20-2-Papel-carton
2024,Mayo,2,Papel-carton,21,Barajas,105.16,2024-Mayo-21-2-Papel-carton
2024,Mayo,2,Pilas,3,Retiro,0.040783745,2024-Mayo-3-2-Pilas
2024,Mayo,2,Pilas,4,Salamanca,0.101486297,2024-Mayo-4-2-Pilas
2024,Mayo,2,Pilas,5,Chamartin,0.109245882,2024-Mayo-5-2-Pilas
2024,Mayo,2,Pilas,14,Moratalaz,0.052945433,2024-Mayo-14-2-Pilas
2024,Mayo,2,Pilas,15,Ciudad Lineal,0.094221959,2024-Mayo-15-2-Pilas
2024,Mayo,2,Pilas,16,Hortaleza,0.190922397,2024-Mayo-16-2-Pilas
2024,Mayo,2,Pilas,19,Vicalvaro,0.081581103,2024-Mayo-19-2-Pilas
2024,Mayo,2,Pilas,20,San Blas - Canillejas,0.087390768,2024-Mayo-20-2-Pilas
2024,Mayo,2,Pilas,21,Barajas,0.088659206,2024-Mayo-21-2-Pilas
2024,Mayo,2,Puntos Limpios,3,Retiro,3.24,2024-Mayo-3-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,5,Chamartin,101.68,2024-Mayo-5-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,14,Moratalaz,70.8,2024-Mayo-14-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,15,Ciudad Lineal,73.2,2024-Mayo-15-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,16,Hortaleza,86.36,2024-Mayo-16-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,19,Vicalvaro,34.74,2024-Mayo-19-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,20,San Blas - Canillejas,76.68,2024-Mayo-20-2-Puntos Limpios
2024,Mayo,2,Puntos Limpios,21,Barajas,37.18,2024-Mayo-21-2-Puntos Limpios
2024,Mayo,2,Rcd,3,Retiro,62.84,2024-Mayo-3-2-Rcd
2024,Mayo,2,Rcd,4,Salamanca,65.46,2024-Mayo-4-2-Rcd
2024,Mayo,2,Rcd,5,Chamartin,130.96,2024-Mayo-5-2-Rcd
2024,Mayo,2,Rcd,14,Moratalaz,64.62,2024-Mayo-14-2-Rcd
2024,Mayo,2,Rcd,15,Ciudad Lineal,96.44,2024-Mayo-15-2-Rcd
2024,Mayo,2,Rcd,16,Hortaleza,121.82,2024-Mayo-16-2-Rcd
2024,Mayo,2,Rcd,19,Vicalvaro,67.96,2024-Mayo-19-2-Rcd
2024,Mayo,2,Rcd,20,San Blas - Canillejas,78.04,2024-Mayo-20-2-Rcd
2024,Mayo,2,Rcd,21,Barajas,48.26,2024-Mayo-21-2-Rcd
2024,Mayo,2,Resto,3,Retiro,1168.44,2024-Mayo-3-2-Resto
2024,Mayo,2,Resto,4,Salamanca,1585.98,2024-Mayo-4-2-Resto
2024,Mayo,2,Resto,5,Chamartin,1588.88,2024-Mayo-5-2-Resto
2024,Mayo,2,Resto,14,Moratalaz,1007.6,2024-Mayo-14-2-Resto
2024,Mayo,2,Resto,15,Ciudad Lineal,2552.6,2024-Mayo-15-2-Resto
2024,Mayo,2,Resto,16,Hortaleza,2229.94,2024-Mayo-16-2-Resto
2024,Mayo,2,Resto,19,Vicalvaro,1584.86,2024-Mayo-19-2-Resto
2024,Mayo,2,Resto,20,San Blas - Canillejas,2116.74,2024-Mayo-20-2-Resto
2024,Mayo,2,Resto,21,Barajas,771.94,2024-Mayo-21-2-Resto
2024,Mayo,2,Ropa,3,Retiro,8.23,2024-Mayo-3-2-Ropa
2024,Mayo,2,Ropa,4,Salamanca,16.69,2024-Mayo-4-2-Ropa
2024,Mayo,2,Ropa,5,Chamartin,15.98,2024-Mayo-5-2-Ropa
2024,Mayo,2,Ropa,14,Moratalaz,8.38,2024-Mayo-14-2-Ropa
2024,Mayo,2,Ropa,15,Ciudad Lineal,13.1,2024-Mayo-15-2-Ropa
2024,Mayo,2,Ropa,16,Hortaleza,10.56,2024-Mayo-16-2-Ropa
2024,Mayo,2,Ropa,19,Vicalvaro,8.11,2024-Mayo-19-2-Ropa
2024,Mayo,2,Ropa,20,San Blas - Canillejas,13.13,2024-Mayo-20-2-Ropa
2024,Mayo,2,Ropa,21,Barajas,8.44,2024-Mayo-21-2-Ropa
2024,Mayo,2,Vidrio,3,Retiro,142.9,2024-Mayo-3-2-Vidrio
2024,Mayo,2,Vidrio,4,Salamanca,424.08,2024-Mayo-4-2-Vidrio
2024,Mayo,2,Vidrio,5,Chamartin,233,2024-Mayo-5-2-Vidrio
2024,Mayo,2,Vidrio,14,Moratalaz,208.42,2024-Mayo-14-2-Vidrio
2024,Mayo,2,Vidrio,15,Ciudad Lineal,147.48,2024-Mayo-15-2-Vidrio
2024,Mayo,2,Vidrio,16,Hortaleza,158.66,2024-Mayo-16-2-Vidrio
2024,Mayo,2,Vidrio,19,Vicalvaro,129.68,2024-Mayo-19-2-Vidrio
2024,Mayo,2,Vidrio,20,San Blas - Canillejas,356.12,2024-Mayo-20-2-Vidrio
2024,Mayo,2,Vidrio,21,Barajas,117.92,2024-Mayo-21-2-Vidrio
2024,Mayo,2,Vidrio Comercial,4,Salamanca,151.36,2024-Mayo-4-2-Vidrio Comercial
2024,Mayo,3,Animales Muertos,99,Sin Distrito,8.3,2024-Mayo-99-3-Animales Muertos
2024,Mayo,3,Carton Comercial,2,Arganzuela,46.52,2024-Mayo-2-3-Carton Comercial
2024,Mayo,3,Carton Comercial,11,Carabanchel,44,2024-Mayo-11-3-Carton Comercial
2024,Mayo,3,Carton Comercial,12,Usera,41.78,2024-Mayo-12-3-Carton Comercial
2024,Mayo,3,Carton Comercial,13,Puente De Vallecas,48.2,2024-Mayo-13-3-Carton Comercial
2024,Mayo,3,Carton Comercial,17,Villaverde,26.36,2024-Mayo-17-3-Carton Comercial
2024,Mayo,3,Carton Comercial,18,Villa De Vallecas,19.36,2024-Mayo-18-3-Carton Comercial
2024,Mayo,3,Clinicos,12,Usera,164.7,2024-Mayo-12-3-Clinicos
2024,Mayo,3,Clinicos,13,Puente De Vallecas,36.34,2024-Mayo-13-3-Clinicos
2024,Mayo,3,Envases,2,Arganzuela,506.62,2024-Mayo-2-3-Envases
2024,Mayo,3,Envases,11,Carabanchel,1119.64,2024-Mayo-11-3-Envases
2024,Mayo,3,Envases,12,Usera,489.18,2024-Mayo-12-3-Envases
2024,Mayo,3,Envases,13,Puente De Vallecas,882.02,2024-Mayo-13-3-Envases
2024,Mayo,3,Envases,17,Villaverde,439.22,2024-Mayo-17-3-Envases
2024,Mayo,3,Envases,18,Villa De Vallecas,403.58,2024-Mayo-18-3-Envases
2024,Mayo,3,Organica,2,Arganzuela,775.96,2024-Mayo-2-3-Organica
2024,Mayo,3,Organica,11,Carabanchel,1807.36,2024-Mayo-11-3-Organica
2024,Mayo,3,Organica,12,Usera,1054.98,2024-Mayo-12-3-Organica
2024,Mayo,3,Organica,13,Puente De Vallecas,1690.92,2024-Mayo-13-3-Organica
2024,Mayo,3,Organica,17,Villaverde,1225.06,2024-Mayo-17-3-Organica
2024,Mayo,3,Organica,18,Villa De Vallecas,1874.76,2024-Mayo-18-3-Organica
2024,Mayo,3,Papel-carton,2,Arganzuela,365.6,2024-Mayo-2-3-Papel-carton
2024,Mayo,3,Papel-carton,11,Carabanchel,306.82,2024-Mayo-11-3-Papel-carton
2024,Mayo,3,Papel-carton,12,Usera,182.84,2024-Mayo-12-3-Papel-carton
2024,Mayo,3,Papel-carton,13,Puente De Vallecas,256.16,2024-Mayo-13-3-Papel-carton
2024,Mayo,3,Papel-carton,17,Villaverde,196.62,2024-Mayo-17-3-Papel-carton
2024,Mayo,3,Papel-carton,18,Villa De Vallecas,185.9,2024-Mayo-18-3-Papel-carton
2024,Mayo,3,Pilas,2,Arganzuela,0.091088288,2024-Mayo-2-3-Pilas
2024,Mayo,3,Pilas,11,Carabanchel,0.160152302,2024-Mayo-11-3-Pilas
2024,Mayo,3,Pilas,12,Usera,0.13831938,2024-Mayo-12-3-Pilas
2024,Mayo,3,Pilas,13,Puente De Vallecas,0.084020762,2024-Mayo-13-3-Pilas
2024,Mayo,3,Pilas,17,Villaverde,0.078368649,2024-Mayo-17-3-Pilas
2024,Mayo,3,Pilas,18,Villa De Vallecas,0.04314148,2024-Mayo-18-3-Pilas
2024,Mayo,3,Puntos Limpios,2,Arganzuela,56.38,2024-Mayo-2-3-Puntos Limpios
2024,Mayo,3,Puntos Limpios,11,Carabanchel,44.66,2024-Mayo-11-3-Puntos Limpios
2024,Mayo,3,Puntos Limpios,12,Usera,47.82,2024-Mayo-12-3-Puntos Limpios
2024,Mayo,3,Puntos Limpios,13,Puente De Vallecas,42.02,2024-Mayo-13-3-Puntos Limpios
2024,Mayo,3,Puntos Limpios,17,Villaverde,56.58,2024-Mayo-17-3-Puntos Limpios
2024,Mayo,3,Puntos Limpios,18,Villa De Vallecas,79.44,2024-Mayo-18-3-Puntos Limpios
2024,Mayo,3,Rcd,2,Arganzuela,48.01,2024-Mayo-2-3-Rcd
2024,Mayo,3,Rcd,11,Carabanchel,46.99,2024-Mayo-11-3-Rcd
2024,Mayo,3,Rcd,12,Usera,71.42,2024-Mayo-12-3-Rcd
2024,Mayo,3,Rcd,13,Puente De Vallecas,42.76,2024-Mayo-13-3-Rcd
2024,Mayo,3,Rcd,17,Villaverde,90.9,2024-Mayo-17-3-Rcd
2024,Mayo,3,Rcd,18,Villa De Vallecas,104.51,2024-Mayo-18-3-Rcd
2024,Mayo,3,Resto,2,Arganzuela,1521.18,2024-Mayo-2-3-Resto
2024,Mayo,3,Resto,11,Carabanchel,3590.38,2024-Mayo-11-3-Resto
2024,Mayo,3,Resto,12,Usera,1409.84,2024-Mayo-12-3-Resto
2024,Mayo,3,Resto,13,Puente De Vallecas,3061.02,2024-Mayo-13-3-Resto
2024,Mayo,3,Resto,17,Villaverde,2448.98,2024-Mayo-17-3-Resto
2024,Mayo,3,Resto,18,Villa De Vallecas,2307.32,2024-Mayo-18-3-Resto
2024,Mayo,3,Ropa,2,Arganzuela,11.166,2024-Mayo-2-3-Ropa
2024,Mayo,3,Ropa,11,Carabanchel,10.176,2024-Mayo-11-3-Ropa
2024,Mayo,3,Ropa,12,Usera,13.851,2024-Mayo-12-3-Ropa
2024,Mayo,3,Ropa,13,Puente De Vallecas,8.843,2024-Mayo-13-3-Ropa
2024,Mayo,3,Ropa,17,Villaverde,9.653,2024-Mayo-17-3-Ropa
2024,Mayo,3,Ropa,18,Villa De Vallecas,12.531,2024-Mayo-18-3-Ropa
2024,Mayo,3,Vidrio,2,Arganzuela,273,2024-Mayo-2-3-Vidrio
2024,Mayo,3,Vidrio,11,Carabanchel,189.3,2024-Mayo-11-3-Vidrio
2024,Mayo,3,Vidrio,12,Usera,184.06,2024-Mayo-12-3-Vidrio
2024,Mayo,3,Vidrio,13,Puente De Vallecas,185.5,2024-Mayo-13-3-Vidrio
2024,Mayo,3,Vidrio,17,Villaverde,210.22,2024-Mayo-17-3-Vidrio
2024,Mayo,3,Vidrio,18,Villa De Vallecas,98.92,2024-Mayo-18-3-Vidrio
2024,Junio,1,Cama De Caballo,9,Moncloa - Aravaca,130.99,2024-Junio-9-1-Cama De Caballo
2024,Junio,1,Carton Comercial,1,Centro,245.6,2024-Junio-1-1-Carton Comercial
2024,Junio,1,Carton Comercial,6,Tetuan,63,2024-Junio-6-1-Carton Comercial
2024,Junio,1,Carton Comercial,7,Chamberi,92.3,2024-Junio-7-1-Carton Comercial
2024,Junio,1,Carton Comercial,8,Fuencarral - El Pardo,29.16,2024-Junio-8-1-Carton Comercial
2024,Junio,1,Carton Comercial,10,Latina,38.72,2024-Junio-10-1-Carton Comercial
2024,Junio,1,Clinicos,1,Centro,186.1,2024-Junio-1-1-Clinicos
2024,Junio,1,Clinicos,6,Tetuan,17.9,2024-Junio-6-1-Clinicos
2024,Junio,1,Clinicos,8,Fuencarral - El Pardo,314.8,2024-Junio-8-1-Clinicos
2024,Junio,1,Clinicos,9,Moncloa - Aravaca,243.8,2024-Junio-9-1-Clinicos
2024,Junio,1,Clinicos,10,Latina,28.96,2024-Junio-10-1-Clinicos
2024,Junio,1,Contenedores De Ropa,8,Fuencarral - El Pardo,0.18,2024-Junio-8-1-Contenedores De Ropa
2024,Junio,1,Envases,1,Centro,346.76,2024-Junio-1-1-Envases
2024,Junio,1,Envases,6,Tetuan,503.48,2024-Junio-6-1-Envases
2024,Junio,1,Envases,7,Chamberi,517.88,2024-Junio-7-1-Envases
2024,Junio,1,Envases,8,Fuencarral - El Pardo,761.64,2024-Junio-8-1-Envases
2024,Junio,1,Envases,9,Moncloa - Aravaca,482.74,2024-Junio-9-1-Envases
2024,Junio,1,Envases,10,Latina,726.92,2024-Junio-10-1-Envases
2024,Junio,1,Organica,1,Centro,2241.28,2024-Junio-1-1-Organica
2024,Junio,1,Organica,6,Tetuan,1110.36,2024-Junio-6-1-Organica
2024,Junio,1,Organica,7,Chamberi,1184.8,2024-Junio-7-1-Organica
2024,Junio,1,Organica,8,Fuencarral - El Pardo,1818.28,2024-Junio-8-1-Organica
2024,Junio,1,Organica,9,Moncloa - Aravaca,1278.06,2024-Junio-9-1-Organica
2024,Junio,1,Organica,10,Latina,1583.08,2024-Junio-10-1-Organica
2024,Junio,1,Papel-carton,1,Centro,431.04,2024-Junio-1-1-Papel-carton
2024,Junio,1,Papel-carton,6,Tetuan,408,2024-Junio-6-1-Papel-carton
2024,Junio,1,Papel-carton,7,Chamberi,356.48,2024-Junio-7-1-Papel-carton
2024,Junio,1,Papel-carton,8,Fuencarral - El Pardo,718.12,2024-Junio-8-1-Papel-carton
2024,Junio,1,Papel-carton,9,Moncloa - Aravaca,226.26,2024-Junio-9-1-Papel-carton
2024,Junio,1,Papel-carton,10,Latina,345.82,2024-Junio-10-1-Papel-carton
2024,Junio,1,Pilas,1,Centro,0.118434692,2024-Junio-1-1-Pilas
2024,Junio,1,Pilas,6,Tetuan,0.141718209,2024-Junio-6-1-Pilas
2024,Junio,1,Pilas,7,Chamberi,0.090254524,2024-Junio-7-1-Pilas
2024,Junio,1,Pilas,8,Fuencarral - El Pardo,0.143701374,2024-Junio-8-1-Pilas
2024,Junio,1,Pilas,9,Moncloa - Aravaca,0.090323979,2024-Junio-9-1-Pilas
2024,Junio,1,Pilas,10,Latina,0.163292836,2024-Junio-10-1-Pilas
2024,Junio,1,Puntos Limpios,8,Fuencarral - El Pardo,154.74,2024-Junio-8-1-Puntos Limpios
2024,Junio,1,Puntos Limpios,9,Moncloa - Aravaca,61.78,2024-Junio-9-1-Puntos Limpios
2024,Junio,1,Puntos Limpios,10,Latina,103.58,2024-Junio-10-1-Puntos Limpios
2024,Junio,1,Rcd,1,Centro,176.72,2024-Junio-1-1-Rcd
2024,Junio,1,Rcd,6,Tetuan,27.935,2024-Junio-6-1-Rcd
2024,Junio,1,Rcd,7,Chamberi,61.9,2024-Junio-7-1-Rcd
2024,Junio,1,Rcd,8,Fuencarral - El Pardo,113.32,2024-Junio-8-1-Rcd
2024,Junio,1,Rcd,9,Moncloa - Aravaca,76.79,2024-Junio-9-1-Rcd
2024,Junio,1,Rcd,10,Latina,54.29,2024-Junio-10-1-Rcd
2024,Junio,1,Resto,1,Centro,3337.24,2024-Junio-1-1-Resto
2024,Junio,1,Resto,6,Tetuan,2195.64,2024-Junio-6-1-Resto
2024,Junio,1,Resto,7,Chamberi,1689.14,2024-Junio-7-1-Resto
2024,Junio,1,Resto,8,Fuencarral - El Pardo,2876.14,2024-Junio-8-1-Resto
2024,Junio,1,Resto,9,Moncloa - Aravaca,2062.7,2024-Junio-9-1-Resto
2024,Junio,1,Resto,10,Latina,2843.4,2024-Junio-10-1-Resto
2024,Junio,1,Ropa,1,Centro,17.27,2024-Junio-1-1-Ropa
2024,Junio,1,Ropa,6,Tetuan,14.36,2024-Junio-6-1-Ropa
2024,Junio,1,Ropa,7,Chamberi,20.145,2024-Junio-7-1-Ropa
2024,Junio,1,Ropa,8,Fuencarral - El Pardo,19.965,2024-Junio-8-1-Ropa
2024,Junio,1,Ropa,9,Moncloa - Aravaca,13.1,2024-Junio-9-1-Ropa
2024,Junio,1,Ropa,10,Latina,27.14,2024-Junio-10-1-Ropa
2024,Junio,1,Vidrio,1,Centro,574.98,2024-Junio-1-1-Vidrio
2024,Junio,1,Vidrio,6,Tetuan,255.94,2024-Junio-6-1-Vidrio
2024,Junio,1,Vidrio,7,Chamberi,337.42,2024-Junio-7-1-Vidrio
2024,Junio,1,Vidrio,8,Fuencarral - El Pardo,326.54,2024-Junio-8-1-Vidrio
2024,Junio,1,Vidrio,9,Moncloa - Aravaca,180.44,2024-Junio-9-1-Vidrio
2024,Junio,1,Vidrio,10,Latina,256.34,2024-Junio-10-1-Vidrio
2024,Junio,1,Vidrio Comercial,1,Centro,127.14,2024-Junio-1-1-Vidrio Comercial
2024,Junio,2,Carton Comercial,3,Retiro,64.08,2024-Junio-3-2-Carton Comercial
2024,Junio,2,Carton Comercial,4,Salamanca,86.74,2024-Junio-4-2-Carton Comercial
2024,Junio,2,Carton Comercial,5,Chamartin,96.44,2024-Junio-5-2-Carton Comercial
2024,Junio,2,Carton Comercial,14,Moratalaz,29.02,2024-Junio-14-2-Carton Comercial
2024,Junio,2,Carton Comercial,15,Ciudad Lineal,32.92,2024-Junio-15-2-Carton Comercial
2024,Junio,2,Carton Comercial,16,Hortaleza,29.42,2024-Junio-16-2-Carton Comercial
2024,Junio,2,Carton Comercial,19,Vicalvaro,30.64,2024-Junio-19-2-Carton Comercial
2024,Junio,2,Carton Comercial,20,San Blas - Canillejas,16.26,2024-Junio-20-2-Carton Comercial
2024,Junio,2,Carton Comercial,21,Barajas,21.82,2024-Junio-21-2-Carton Comercial
2024,Junio,2,Clinicos,3,Retiro,178.46,2024-Junio-3-2-Clinicos
2024,Junio,2,Clinicos,4,Salamanca,116.9,2024-Junio-4-2-Clinicos
2024,Junio,2,Clinicos,15,Ciudad Lineal,130.24,2024-Junio-15-2-Clinicos
2024,Junio,2,Envases,3,Retiro,347.84,2024-Junio-3-2-Envases
2024,Junio,2,Envases,4,Salamanca,534.98,2024-Junio-4-2-Envases
2024,Junio,2,Envases,5,Chamartin,487.58,2024-Junio-5-2-Envases
2024,Junio,2,Envases,14,Moratalaz,247.94,2024-Junio-14-2-Envases
2024,Junio,2,Envases,15,Ciudad Lineal,741.06,2024-Junio-15-2-Envases
2024,Junio,2,Envases,16,Hortaleza,683.58,2024-Junio-16-2-Envases
2024,Junio,2,Envases,19,Vicalvaro,333.32,2024-Junio-19-2-Envases
2024,Junio,2,Envases,20,San Blas - Canillejas,540.84,2024-Junio-20-2-Envases
2024,Junio,2,Envases,21,Barajas,174.16,2024-Junio-21-2-Envases
2024,Junio,2,Organica,3,Retiro,948.5,2024-Junio-3-2-Organica
2024,Junio,2,Organica,4,Salamanca,1585.06,2024-Junio-4-2-Organica
2024,Junio,2,Organica,5,Chamartin,1374.64,2024-Junio-5-2-Organica
2024,Junio,2,Organica,14,Moratalaz,390.82,2024-Junio-14-2-Organica
2024,Junio,2,Organica,15,Ciudad Lineal,1256.38,2024-Junio-15-2-Organica
2024,Junio,2,Organica,16,Hortaleza,1276.82,2024-Junio-16-2-Organica
2024,Junio,2,Organica,19,Vicalvaro,858.44,2024-Junio-19-2-Organica
2024,Junio,2,Organica,20,San Blas - Canillejas,1025.42,2024-Junio-20-2-Organica
2024,Junio,2,Organica,21,Barajas,499.8,2024-Junio-21-2-Organica
2024,Junio,2,Papel-carton,3,Retiro,292.02,2024-Junio-3-2-Papel-carton
2024,Junio,2,Papel-carton,4,Salamanca,496.82,2024-Junio-4-2-Papel-carton
2024,Junio,2,Papel-carton,5,Chamartin,327.84,2024-Junio-5-2-Papel-carton
2024,Junio,2,Papel-carton,14,Moratalaz,367.5,2024-Junio-14-2-Papel-carton
2024,Junio,2,Papel-carton,15,Ciudad Lineal,394.92,2024-Junio-15-2-Papel-carton
2024,Junio,2,Papel-carton,16,Hortaleza,429,2024-Junio-16-2-Papel-carton
2024,Junio,2,Papel-carton,19,Vicalvaro,71.98,2024-Junio-19-2-Papel-carton
2024,Junio,2,Papel-carton,20,San Blas - Canillejas,293.68,2024-Junio-20-2-Papel-carton
2024,Junio,2,Papel-carton,21,Barajas,124.98,2024-Junio-21-2-Papel-carton
2024,Junio,2,Pilas,3,Retiro,0.041437253,2024-Junio-3-2-Pilas
2024,Junio,2,Pilas,4,Salamanca,0.101855787,2024-Junio-4-2-Pilas
2024,Junio,2,Pilas,5,Chamartin,0.110095551,2024-Junio-5-2-Pilas
2024,Junio,2,Pilas,14,Moratalaz,0.052961268,2024-Junio-14-2-Pilas
2024,Junio,2,Pilas,15,Ciudad Lineal,0.09430539,2024-Junio-15-2-Pilas
2024,Junio,2,Pilas,16,Hortaleza,0.195614417,2024-Junio-16-2-Pilas
