Distrito,same_as_wikidata_distrito,Apartado,Número de archivo,Denominación,Situación
Villa de Vallecas,https://wikidata.org/entity/Q1947988,OTRAS CONCESIONES Y AUTORIZACIONES,15044,CENTRO DE TRANSFORMACIÓN 4509,VILLA DE VALLECAS
Villa de Vallecas,https://wikidata.org/entity/Q1947988,HUERTOS URBANOS,12151,HUERTO COMUNITARIO HUERTA EUGENIA,VILLA DE VALLECAS
Villa de Vallecas,https://wikidata.org/entity/Q1947988,HUERTOS URBANOS,12152,HUERTO COMUNITARIO DE LA VILLA,VILLA DE VALLECAS
Villa de Vallecas,https://wikidata.org/entity/Q1947988,HUERTOS URBANOS,12153,HUERTO COMUNITARIO QUIJOTES CON AZADAS,VILLA DE VALLECAS
Villa de Vallecas,https://wikidata.org/entity/Q1947988,HUERTOS URBANOS,12154,HUERTO COMUNITARIO JOSÉ COUSO,VILLA DE VALLECAS
Vicálvaro,https://wikidata.org/entity/Q589403,INSTALACIONES DEPORTIVAS,13017,GESTIÓN Y DINAMIZACIÓN IDBs CORDEL DE PAVONES Y LA VICALVARADA,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15020,CENTRO DE TRANSFORMACIÓN,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15026,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4352,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15027,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4351,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15028,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4350,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15029,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4349,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15030,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4244,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15031,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 4307,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,OTRAS CONCESIONES Y AUTORIZACIONES,15032,CENTRO DE TRANSFORMACIÓN SUBTERRÁNEO CT 146R,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,HUERTOS URBANOS,12155,HUERTO COMUNITARIO VICÁLVARO I,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,HUERTOS URBANOS,12156,HUERTO COMUNITARIO VICÁLVARO II,VICÁLVARO
Vicálvaro,https://wikidata.org/entity/Q589403,HUERTOS URBANOS,12157,HUERTO COMUNITARIO LA VICALVARADA,VICÁLVARO
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OTRAS CONCESIONES Y AUTORIZACIONES,15011,CENTRO DE TRANSFORMACIÓN ELÉCTRICA,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OTRAS CONCESIONES Y AUTORIZACIONES,15012,CENTRO DE TRANSFORMACIÓN ELÉCTRICA,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OTRAS CONCESIONES Y AUTORIZACIONES,15013,CENTRO DE TRANSFORMACIÓN ELÉCTRICA,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OTRAS CONCESIONES Y AUTORIZACIONES,15033,ESTACIÓN BASE DE TELEFONÍA MÓVIL,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,HUERTOS URBANOS,12158,HUERTO COMUNITARIO QUINTA DE LOS MOLINOS,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,HUERTOS URBANOS,12159,HUERTO COMUNITARIO EL PARAÍSO,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,HUERTOS URBANOS,12160,HUERTO COMUNITARIO RAÍZ CUADRADA,SAN BLAS-CANILLEJAS
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,HUERTOS URBANOS,12161,HUERTO COMUNITARIO EL HUERTUCO,SAN BLAS-CANILLEJAS
Barajas,https://wikidata.org/entity/Q807230,HUERTOS URBANOS,12162,HUERTO COMUNITARIO LA ALAMEDA DE OSUNA,BARAJAS
